 SHA,PCT,PRACTICE,BNF CODE,BNF NAME                                    ,ITEMS  ,NIC        ,ACT COST   ,QUANTITY,PERIOD,                 
Q52,03A,B85051,0407020Q0BCAGCN,Oramorph_Oral Soln 10mg/5ml             ,9,90.69,84.26,5050,201705,                  
Q60,05W,M83712,1202030S0BBAAAA,Naseptin_Crm                            ,2,4.48,4.18,30,201705,                  
Q68,09X,H82040,0301020Q0BBABAB,Spiriva_Pdr For Inh Cap 18mcg           ,5,167.5,155.32,150,201705,                  
Q49,01H,A82013,0205051R0AAAAAA,Ramipril_Cap 1.25mg                     ,31,46.15,43.03,910,201705,                  
Q58,06F,E81074,0407010F0BGABAH,Solpadol_Capl 30mg/500mg                ,1,13.48,12.5,200,201705,                  
Q58,06P,E81025,0704050B0AAAAAA,Alprostadil_Inj 20mcg Vl + Dil          ,1,11.94,11.09,1,201705,                  
Q61,08H,F83060,20030100078,Mepore 10cm x 11cm Pfa + Adh Border Dres,2,3.52,3.29,16,201705,                  
Q46,00Y,P85020,20090000484,Comfifast 7.5cm x 5m (Blue) Stkntte Elas,2,18.7,17.34,5,201705,                  
Q52,02N,B83061,21010900687,FastClix Lancets 0.3mm/30 Gauge         ,2,11.8,10.96,408,201705,                  
Q50,02Y,B81061,20020200914,K-Soft Long 10cm x 4.5m M/Layer Compress,1,0.57,0.53,1,201705,                  
Q44,02F,N81018,0408010Q0AAAAAA,Phenytoin_Sod Cap 100mg                 ,3,30.47,28.37,280,201705,                  
Q49,00P,A89017,0901011P0AAACAC,Ferr Sulf_Tab 200mg                     ,42,100.94,96.38,1800,201705,                  
Q70,99M,J82195,20030100183,Tegaderm Film 6cm x 7cm VP Adh Film Dres,1,1.56,1.46,4,201705,                  
Q63,08X,H85049,21240000150,Tubilux Sod Chlor Nsl Dps 0.9%          ,2,1.98,1.86,2,201705,                  
Q45,00D,A83037,0103050P0AABMBM,Omeprazole_Oral Susp 20mg/5ml           ,5,416.15,385.81,750,201705,                  
Q49,00N,A88611,0901011P0AAACAC,Ferr Sulf_Tab 200mg                     ,20,26.35,26.58,469,201705,                  
Q58,06P,E81018,0301011R0BEAHAQ,Ventolin_Accuhaler 200mcg (60 D)        ,6,36,33.46,10,201705,                  
Q48,01X,N83054,0205052I0AAAAAA,Irbesartan_Tab 75mg                     ,8,8.37,7.86,252,201705,                  
Q47,01A,P81711,090607000BBFJBF,Abidec_Dps                              ,2,9.99,9.29,75,201705,                  
Q62,07P,E84007,0906040B0AAAAAA,Alfacalcidol_Cap 250ng                  ,9,57.82,53.71,420,201705,                  
Q49,00P,A89604,0702020F0AAAFAF,Clotrimazole_Pess 500mg                 ,2,6.78,6.31,2,201705,                  
Q45,00K,A81031,0505010D0AAAAAA,Mebendazole_Oral Susp 100mg/5ml         ,1,1.55,1.45,30,201705,                  
Q47,01A,P81170,0101010R0BCAAAB,Infacol_Susp 40mg/ml S/F                ,3,8.13,7.57,150,201705,                  
Q60,05Q,M83088,0704020N0AAABAB,Tolterodine_Tab 2mg                     ,9,20.02,18.68,616,201705,                  
Q46,02A,P91029,0406000T0AAAKAK,Prochlpzine Mal_Tab Buccal 3mg          ,3,23.82,22.42,24,201705,                  
Q66,99Q,L83131,0601060D0BHADA0,OneTouch Verio (Reagent)_Strips         ,6,332.64,308.41,1100,201705,                  
Q54,04X,M85123,0402010ABAAAXAX,Quetiapine_Tab 300mg M/R                ,1,85,78.9,30,201705,                  
Q49,00N,A88007,0103050R0AAABAB,Pantoprazole_Tab E/C 20mg               ,2,2.85,2.66,84,201705,                  
Q65,11H,L81017,1304000Y0AAAAAA,Mometasone Fur_Crm 0.1%                 ,3,5.46,5.1,90,201705,                  
Q55,04K,C84691,0407010F0BSABAD,Zapain_Cap 30mg/500mg                   ,2,17.24,16.21,448,201705,                  
Q48,99A,N82058,0204000R0AAAAAA,Propranolol HCl_Cap 80mg M/R            ,17,99,91.98,560,201705,                  
Q54,04X,M85156,1304000F0AACCCC,Betameth Val/Fusidic Acid_Crm 0.1%/2%   ,8,63.8,59.24,300,201705,                  
Q65,11H,L81009,0106010N0BBAAAA,Normacol_Gran 62%                       ,1,7.92,7.35,500,201705,                  
Q49,01H,A82022,1306010I0BCAAAB,Zineryt_Lot                             ,1,9.25,8.57,30,201705,                  
Q56,06Y,D82064,0208020Z0AAAAAA,Apixaban_Tab 2.5mg                      ,42,2061.5,1912.8,2170,201705,                  
Q67,09J,G82212,0501130R0AAAEAE,Nitrofurantoin_Tab 100mg                ,28,183.62,172.66,431,201705,                  
Q64,99N,J83013,0902012H0AAAEAE,Gppe Pdr Sach_Dioralyte                 ,3,20.16,18.72,60,201705,                  
Q61,07X,F85654,21160000060,Irripod Sod Chlor Top Irrig 20ml        ,4,25.7,23.97,110,201705,                  
Q53,05H,M84618,0402030Q0AAABAB,Valproic Acid_Tab G/R 500mg             ,1,42.45,39.46,112,201705,                  
Q54,06A,Y02735,0403040W0AAAAAA,Venlafaxine_Tab 37.5mg                  ,1,1.93,1.8,56,201705,                  
Q61,07M,E83668,21220000111,Flexitol Urea Heel Balm                 ,10,41.8,38.87,825,201705,                  
Q47,01K,P81113,0402010ADAAAAAA,Aripiprazole_Tab 10mg                   ,7,9.63,9.31,175,201705,                  
Q51,02X,C86012,22800508003,Bard_Leg Bag Straps (Washable)          ,1,7.38,6.84,5,201705,                  
Q61,08M,F84729,21010230111,Volumatic Paed + Mask                   ,2,13.54,12.58,2,201705,                  
Q61,08M,F84093,20030600021,Allevyn Adh 12.5cm x 12.5cm Wound Dress ,6,216,200.26,80,201705,                  
Q57,07H,F81047,0302000N0BBASAS,Flixotide_Accuhaler 100mcg (60 D)       ,1,21.44,19.89,2,201705,                  
Q46,00T,P82002,22300103018,Hollister_InView Incont Sheath Self-Adh ,1,46.93,43.5,30,201705,                  
Q54,05P,M89008,1309000C0BJAAAN,Neutrogena_T/Gel Therapeutic Shampoo 2% ,1,3.61,3.36,125,201705,                  
Q70,10X,J82183,0704010U0AAAAAA,Tamsulosin HCl_Cap 400mcg M/R           ,44,223.54,209.54,1724,201705,                  
Q49,00L,A84030,0206020R0AAANAN,Nifedipine_Tab 30mg M/R                 ,1,27.4,25.41,112,201705,                  
Q47,01K,A82010,0601012V0BBAEAD,Ins Lantus SoloStar_100u/ml 3ml Pf Pen  ,6,622.5,577.11,75,201705,                  
Q68,09D,G81018,0403030Z0BBAAAA,Cipramil_Oral Dps 40mg/ml S/F           ,1,10.08,9.36,15,201705,                  
Q61,07M,E83046,0411000D0AAABAB,Donepezil HCl_Tab 10mg                  ,35,18.3,20.4,462,201705,                  
Q45,00M,A81021,0905011D0AAAKAK,Calc Carb_Tab Chble 1.5g (600mg) S/F    ,4,19.83,18.83,228,201705,                  
Q56,07K,D83040,1003020U0BBADAI,Voltarol 12 Hour Emulgel P_Gel 2.32%    ,1,11.21,10.39,100,201705,                  
Q44,01R,N81010,0803041C0AAAAAA,Exemestane_Tab 25mg                     ,1,11.2,10.49,28,201705,                  
Q49,00N,A88008,0301030S0BKAAAR,Uniphyllin Continus_Tab 400mg           ,6,16.94,16.18,168,201705,                  
Q50,03Q,B82031,0204000R0AAAHAH,Propranolol HCl_Tab 10mg                ,15,42.35,39.39,1540,201705,                  
Q59,04D,C83078,130201100BBAZAN,Dermol 200_Shower Emollient             ,2,14.2,13.18,800,201705,                  
Q59,03W,C82066,0304010G0AAABAB,Chlorphenamine Mal_Oral Soln 2mg/5ml    ,5,13.9,12.95,750,201705,                  
Q44,02F,N81081,1202020L0AACCCC,Sod Chlor_Inh Soln 0.9% 2.5ml Ud Amp    ,4,241.57,223.97,340,201705,                  
Q52,02T,B84019,0206020C0BFADAU,Adizem-SR_Cap 120mg                     ,4,37.8,35.08,224,201705,                  
Q50,03M,B82628,0206020C0BFAGAU,Adizem-XL_Cap 120mg                     ,8,73.12,67.87,224,201705,                  
Q53,05H,M84011,0410020B0AABDBD,Nicotine_Chewing Gum 4mg S/F            ,1,8.02,7.54,75,201706,                  
Q49,13T,Y04331,0304010I0AAAAAA,Cetirizine HCl_Tab 10mg                 ,7,2.87,3.15,118,201706,                  
Q48,01J,N83018,0407020ADBJACAE,Shortec_Cap 20mg                        ,1,164.58,152.44,336,201706,                  
Q55,04K,C84078,20100000533,Micropore 5cm x 5m Surg Adh Tape Perm No,1,3.24,3.01,2,201706,                  
Q52,02T,B84005,0501011P0AAAJAJ,Phenoxymethylpenicillin Pot_Tab 250mg   ,32,86.13,82.89,2318,201706,                  
Q59,03W,C82025,0104020L0AAABAB,Loperamide HCl_Oral Soln 1mg/5ml S/F    ,2,2.34,2.2,200,201706,                  
Q69,10W,K81644,0103050L0AAAHAH,Lansoprazole_Orodisper Tab 30mg         ,1,9.66,8.96,84,201706,                  
Q47,01K,A82046,0205052N0AAAAAA,Losartan Pot_Tab 25mg                   ,12,9.6,9.04,336,201706,                  
Q69,10Q,K84035,0606020W0AAADAD,Ibandronic Acid_Tab 150mg               ,1,1.13,1.06,1,201706,                  
Q66,11N,Y00626,0407010N0BGAAAH,Remedeine_Tab                           ,1,5.87,5.45,56,201706,                  
Q46,14L,P84650,0408010AEBBAEAE,Lyrica_Cap 150mg                        ,1,96.6,89.58,84,201706,                  
Q48,99A,N82109,0107020J0BFACAE,Uniroid Hc_Oint                         ,1,4.23,3.93,30,201706,                  
Q55,03Y,C81033,0301020Q0BCAAAD,Braltus_Pdr For Inh Cap 10mcg+Zonda Inh ,178,4592.4,4255.51,5340,201706,                  
Q66,11N,L82041,0302000C0BJAFBH,Qvar 100 E-Breathe_Inha 100mcg (200 D)  ,8,135.6,125.66,8,201706,                  
Q50,02Y,B81082,20090000503,Tubifast 2-Way Stch 7.5cm x 5m (Blue) St,5,19.75,18.35,5,201706,                  
Q51,02X,C86029,0203020D0AAAAAA,Amiodarone HCl_Tab 100mg                ,3,10.64,9.9,196,201706,                  
Q49,13T,A85005,21020000884,Coloplast SpeediCath Tiemann Size 10-16 ,1,135.51,125.5,3,201706,                  
Q45,00D,A83012,0407041M0AAAAAA,Naratriptan HCl_Tab 2.5mg               ,4,161.91,150,42,201706,                  
Q46,00Y,P85021,0906040G0AACSCS,Colecal_Tab 800u                        ,1,3.6,3.35,30,201706,                  
Q49,00P,A89020,190205500BCCPA0,Neutrogena_T/Gel Shampoo For Dry Hair   ,3,16.56,15.37,750,201706,                  
Q61,08F,F82686,1104010D0BBAAAG,Betnesol_Ear/Eye/Nose Dps 0.1%          ,1,2.32,2.16,10,201706,                  
Q55,04K,C84091,0205051Y0AAACAC,Perindopril Arginine_Tab 10mg           ,1,10.65,9.88,30,201706,                  
Q49,99C,A87019,0402010D0AAAIAI,Chlorpromazine HCl_Tab 25mg             ,1,11.7,10.85,168,201706,                  
Q51,03N,C88053,1310020H0AAABAB,Clotrimazole_Crm 1%                     ,7,13.01,12.14,230,201706,                  
Q50,03F,B81040,090401000BBQLA0,PKU-gel_Gel Sach 24g (Rasp)             ,1,563.96,522.33,2880,201706,                  
Q45,00K,A81011,090401000BBGFA0,Fortijuce_Liq (7 Flav)                  ,12,234.32,217.17,23200,201706,                  
Q63,08Q,G85632,0501013B0AAAAAA,Amoxicillin_Cap 250mg                   ,1,1.08,1.01,21,201706,                  
Q52,03C,B86044,0408010Q0AAAPAP,Phenytoin_Sod Cap 50mg                  ,2,42.42,39.32,168,201706,                  
Q57,99E,F81045,0301011R0BEAHAQ,Ventolin_Accuhaler 200mcg (60 D)        ,1,7.2,6.68,2,201706,                  
Q58,06P,E81048,0204000R0AAAKAK,Propranolol HCl_Tab 80mg                ,1,1.46,1.36,56,201706,                  
Q48,99A,N82077,0408010N0AAALAL,Phenobarb_Tab 60mg                      ,1,12.06,11.18,56,201706,                  
Q44,12F,N85051,0212000P0AAADAD,Fenofibrate_Cap 267mg (Micronised)      ,12,64.8,60.16,336,201706,                  
Q62,08E,E84018,21010900631,FreeStyle Lancets 0.5mm/28 Gauge        ,2,14.88,13.81,400,201706,                  
Q52,03J,B85041,0206020F0AAABAB,Felodipine_Tab 5mg M/R                  ,1,16.84,15.61,112,201706,                  
Q47,00R,P81063,0410020B0BBAZBW,Nicorette_QuickMist Oromucosal P/Spy    ,1,13.03,12.08,13,201706,                  
Q58,06K,E82024,1104010W0BBAAAA,Lotemax_Eye Dps 0.5%                    ,1,5.5,5.11,5,201706,                  
Q56,06H,D81051,0408010H0AAA1A1,Lamotrigine_Tab 200mg                   ,2,3.75,3.59,84,201706,                  
Q44,12F,N85040,0904010H0BRAAAA,Warburtons_G/F Bread Wte (Cut)          ,2,15.3,14.2,2000,201706,                  
Q54,05L,M88612,0212000P0AAADAD,Fenofibrate_Cap 267mg (Micronised)      ,2,16.2,15.02,84,201706,                  
Q49,00N,A88015,0107020J0AAAEAE,Cinchocaine HCl/Hydrocort_Oint 0.5%/0.5%,3,31.02,28.77,90,201706,                  
Q63,08A,G83060,0408010C0BBACAD,Tegretol_Tab 400mg                      ,8,55.22,51.24,616,201706,                  
Q70,10R,J82073,1001030C0AAAAAA,Hydroxychlor Sulf_Tab 200mg             ,16,66.63,62.91,1072,201706,                  
Q45,00M,A81051,0703010F0BEAAAC,Microgynon 30_Tab                       ,10,52.64,49.06,1176,201706,                  
Q55,04K,Y03124,0402030K0BFAAAF,Priadel_Tab 400mg                       ,1,4.02,3.74,100,201706,                  
Q68,09F,G81098,1001010N0AAADAD,Mefenamic Acid_Tab 500mg                ,1,110,101.89,56,201706,                  
Q63,08L,G85015,0206020T0AAAUAU,Verapamil HCl_Tab 120mg M/R             ,1,23.13,21.43,84,201706,                  
Q59,04V,C82650,0304010G0AAACAC,Chlorphenamine Mal_Tab 4mg              ,1,3.04,2.83,112,201706,                  
Q66,99Q,L83145,0603020T0AAABAB,Prednisolone_Tab 2.5mg                  ,2,4.17,3.98,88,201706,                  
Q46,01W,P88010,0301030C0BCAAAE,Phyllocontin Continus_Tab 225mg         ,1,2.4,2.24,56,201706,                  
Q66,11N,L82052,0601011P0BBABAB,Ins Apidra_100u/ml 3ml Cart             ,1,28.3,26.22,5,201706,                  
Q70,11A,J82008,0602020D0AAAAAA,Carbimazole_Tab 5mg                     ,7,272.38,252.86,460,201706,                  
Q46,02H,P92621,0303020G0AAACAC,Montelukast_Tab Chble 4mg S/F           ,4,6.75,6.3,140,201706,                  
Q47,01A,P81036,1106000ALBBAAAA,Simbrinza_Eye Dps 10mg/ml / 2mg/ml      ,2,27.69,25.67,15,201706,                  
Q48,01J,N83603,20031700025,UrgoClean Pad 6cm x 6cm Wound Dress Prot,1,9.6,8.9,10,201706,                  
Q61,07M,E83024,0206020C0AAASAS,Diltiazem HCl_Tab 120mg M/R             ,5,71.5,66.29,560,201706,                  
Q50,03D,B82078,0501015P0AAABAB,Pivmecillinam HCl_Tab 200mg             ,1,5.4,5.01,10,201706,                  
Q49,13T,A85019,0302000N0BDACBL,Flutiform_Inha 50/5mcg (120 D)          ,3,86.4,80.07,6,201706,                  
Q46,01W,P88011,1501041T0AAAAAA,Midazolam HCl_Inj 5mg/ml 2ml Amp        ,4,20.9,19.5,35,201706,                  
Q49,00N,A88009,0601023AKAAACAC,Alogliptin_Tab 25mg                     ,8,212.8,197.19,224,201706,                  
Q47,00Q,P81771,21270000620,Sigvaris Advance 1 Low Comp A/Sleeve+G/T,1,35.98,33.34,2,201706,                  
Q58,06F,E81060,0407020Q0BCAGCN,Oramorph_Oral Soln 10mg/5ml             ,1,1.89,1.76,100,201706,                  
Q47,01K,Y01008,0107040A0AAAIAI,Glyceryl Trinit_Oint 0.4%               ,4,157.2,145.64,120,201706,                  
Q46,01G,P87659,0407020ADBCAEAK,OxyContin_Tab 5mg M/R                   ,5,31.3,29.55,70,201706,                  
Q62,07P,E84021,1302010F0AAADAD,Emulsif_Oint                            ,11,32.56,30.29,5500,201706,                  
Q55,03X,C81021,1106000AFAAABAB,Bimatoprost_Eye Dps 100mcg/ml           ,1,23.42,21.7,6,201706,                  
Q54,06A,M92007,23801008027,Coloplast_Brava Skin Barrier Spy 50ml   ,2,23.8,22.04,2,201706,                  
Q68,99H,H81038,0407010H0AAAQAQ,Paracet_Tab Solb 500mg                  ,11,91.57,85.84,972,201706,                  
Q54,05C,M87037,0407020Q0BHAFDR,Sevredol_Tab 50mg                       ,1,28.02,25.94,56,201707,                  
Q55,04K,C84078,0212000X0AAABAB,Pravastatin Sod_Tab 20mg                ,14,15.92,15.29,420,201707,                  
Q47,00R,P81043,0601012V0BCAAAE,Toujeo_300u/ml 1.5ml Pf SoloStar Pen    ,1,33.13,30.66,3,201707,                  
Q56,06V,D82032,1202010U0BBAAAA,Nasonex_Aq N/Spy 50mcg (140 D)          ,3,30.72,28.43,4,201707,                  
Q46,02H,P92634,0408010C0BBAEAG,Tegretol Prolonged Release_Tab 200mg M/R,2,15.6,14.66,168,201707,                  
Q46,01G,P87015,0601060D0DKAAA0,TRUEyou (Reagent)_Strips                ,15,287.68,266.35,1450,201707,                  
Q58,06P,E81073,0105010B0BCAFAT,Pentasa_Gran Sach 2g M/R                ,6,442.68,409.64,360,201707,                  
Q51,02X,C86019,0906040G0AABWBW,Colecal & Calc_Tab Chble 400u/1.25g     ,5,20.36,19.21,288,201707,                  
Q63,08T,H85063,0206030Z0AAACAC,Ranolazine_Tab 750mg M/R                ,4,45.72,42.75,56,201707,                  
Q50,03E,B82032,090402000BBKXA0,Resource_Fruit Liq (Orange)             ,2,29.4,27.22,3200,201707,                  
Q47,00Q,P81214,0601012W0BBAAAA,Ins NovoMix 30_Penfill 100u/ml 3ml Cart ,2,86.37,79.94,15,201707,                  
Q52,03C,B86047,0103050L0AAABAB,Lansoprazole_Cap 15mg (E/C Gran)        ,66,114.81,107.06,3612,201707,                  
Q46,02A,P91014,1306010Y0BBAAAA,Duac_Once Daily Gel (5% and 1%)         ,4,78.84,73,180,201707,                  
Q62,08E,E84014,0302000N0BCACAZ,Seretide 500_Accuhaler 500mcg/50mcg(60D),12,491.04,454.46,12,201707,                  
Q55,04K,C84039,21300000173,Hyabak UD Sod Hyaluronate Eye Dps 0.4ml ,1,4.99,4.63,30,201707,                  
Q50,03K,B81617,0301020S0AAAAAA,Glycopyrronium Brom_Inh Cap 55mcg + Dev ,2,55,50.92,60,201707,                  
Q57,07H,F81136,1106000AFAAABAB,Bimatoprost_Eye Dps 100mcg/ml           ,9,128.81,119.3,33,201707,                  
Q63,08T,H85030,0302000N0BDAABJ,Flutiform_Inha 125/5mcg (120 D)         ,1,28,25.92,1,201707,                  
Q68,99K,G81007,0603020T0AAABAB,Prednisolone_Tab 2.5mg                  ,1,2.65,2.56,56,201707,                  
Q55,03X,C81061,0402010D0AAAIAI,Chlorpromazine HCl_Tab 25mg             ,3,12.54,11.84,196,201707,                  
Q64,12D,K84012,1104020Z0AAAAAA,Olopatadine_Eye Dps 1mg/ml              ,29,140.4,130.04,150,201707,                  
Q58,04F,K82039,22501005067,Coloplast_Simpla Profile Leg Bag 500ml 6,1,30.36,28.1,10,201707,                  
Q68,09G,H82061,040201060AAAWAW,Olanzapine_Orodisper Tab 5mg            ,1,5.86,5.43,28,201707,                  
Q52,03G,B86096,21010230116,Aerochamber Plus + Adult/Child/Infant Ma,2,16.22,15.03,2,201707,                  
Q67,09C,G82049,090401000BBTHA0,Nutramigen 2 + LGG_Pdr                  ,2,134.52,124.48,4800,201707,                  
Q64,12D,J83633,21160000065,Crest Medical Ltd Sod Chlor Top Irrig 0.,1,9.98,9.25,50,201707,                  
Q51,02Q,C84024,0206010K0AAAQAQ,Isosorbide Mononit_Cap 60mg M/R         ,6,70.88,65.66,224,201707,                  
Q63,08A,G83016,21300000711,Xailin Night Paraf Eye Oint P/F 5g      ,1,2.49,2.32,1,201707,                  
Q48,99A,N82083,0301020R0AAAAAA,Aclidinium Brom_Pdr For Inh 375mcg (60D),4,114.4,105.9,4,201707,                  
Q47,01E,P81093,23851008501,Coloplast_Brava Prote Sheets Non Ster 15,1,29.7,27.48,5,201707,                  
Q58,06P,E81073,0204000H0AAALAL,Bisoprolol Fumar_Tab 7.5mg              ,4,10.08,9.37,224,201707,                  
Q57,99E,F81756,0205051L0AAADAD,Lisinopril_Tab 20mg                     ,5,3.6,3.79,112,201707,                  
Q56,06L,D83049,0803042P0BBABAC,Decapeptyl SR_Inj 11.25mg Vl + Dil      ,4,828,766.08,4,201707,                  
Q48,99A,N82115,0301020Q0AAABAB,Tiotropium_Pdr For Inh Cap 18mcg        ,6,234.5,217.03,210,201707,                  
Q57,07G,F81192,0301020Q0AAAAAA,Tiotropium_Pdr For Inh Cap 18mcg + Dev  ,4,139.48,129.09,120,201707,                  
Q61,07X,Y00057,0206030N0AAABAB,Nicorandil_Tab 20mg                     ,1,7.65,7.19,110,201707,                  
Q46,00T,P82640,1003020AAAAAAAA,Capsaicin_Crm 0.075%                    ,1,14.58,13.5,45,201707,                  
Q50,03D,B82075,0302000N0BCACAZ,Seretide 500_Accuhaler 500mcg/50mcg(60D),13,531.96,492.3,13,201707,                  
Q48,01T,N84027,0408010F0AAACAC,Clonazepam_Tab 2mg                      ,2,17.64,16.55,56,201707,                  
Q45,00K,A81041,1304000V0CBABCB,Timodine_Crm                            ,10,37.07,34.42,330,201707,                  
Q68,09P,G81641,1203010K0BBAAAB,Bonjela_Gel 8.7% S/F                    ,1,2.58,2.4,15,201707,                  
Q56,06V,D82062,0902021S0AAABAB,Sod Chlor_I/V Inf 0.9% 5ml Amp          ,1,12.66,11.73,60,201707,                  
Q45,00J,A83022,0206020A0AAABAB,Amlodipine_Tab 10mg                     ,553,485.07,471.52,17871,201707,                  
Q51,02X,C86023,090401090BCAAAB,Polycal_Pdr                             ,1,4.36,4.05,400,201707,                  
Q54,06A,M92035,0402030K0BFAAAF,Priadel_Tab 400mg                       ,16,6.72,8.02,168,201707,                  
Q58,06N,E82613,1002020C0AAAIAI,Baclofen_Tab 10mg                       ,1,4.83,4.58,280,201707,                  
Q65,11H,L81022,0601023ANAAABAB,Empagliflozin_Tab 25mg                  ,9,301.88,279.92,231,201707,                  
Q51,02X,C86025,0102000J0AAABAB,Dicycloverine HCl_Tab 10mg              ,2,368.5,340.97,200,201707,                  
Q47,00R,P81054,0408010A0BBAAAA,Keppra_Tab 250mg                        ,1,39.21,36.39,84,201707,                  
Q49,00P,Y01262,0407020G0AAACAC,Dihydrocodeine Tart_Tab 30mg            ,4,8.72,8.12,224,201707,                  
Q69,11D,K81045,130201000BBJMCB,Aveeno_Lot                              ,2,14.24,13.2,1000,201707,                  
Q46,01Y,P89014,0407020A0BEAAAU,Matrifen_Patch 12mcg/hr                 ,6,67.68,62.7,45,201707,                  
Q59,04C,C82031,1310011M0AAAAAA,Mupirocin_Oint 2%                       ,2,10.52,9.76,30,201707,                  
Q69,10Q,K84050,1303000I0AAAAAA,Crotamiton_Crm 10%                      ,1,4.35,4.04,100,201707,                  
Q47,00R,P81066,22501005026,Coloplast_Trident T1 Leg Bag 750ml Adjus,1,30.45,28.19,10,201707,                  
Q47,01K,P81029,0407020Q0AAEFEF,Morph Sulf_Cap 10mg M/R                 ,8,24.99,23.81,432,201707,                  
Q66,11N,L82061,0906040G0BNADCD,Adcal-D3_Capl 750mg/200u                ,3,8.85,8.19,336,201707,                  
Q51,02X,C86030,140400030BBADAD,Havrix Jnr Monodose_Vac 720u/0.5ml Pfs  ,3,50.3,46.54,3,201707,                  
Q66,99P,L83092,1305030C0AAACAC,Tacrolimus_Oint 0.03%                   ,1,46.66,43.17,60,201707,                  
Q67,10A,G82015,0604012M0BCABAE,Provera_Tab 10mg                        ,1,2.47,2.3,10,201707,                  
Q53,05J,M81041,0106040M0BCADAB,Laxido_Paed Plain Oral Pdr Sach 6.9g    ,4,14.95,13.89,150,201707,                  
Q50,03M,B82038,0906040G0AAEKEK,Colecal_Cap 25 000u                     ,1,15.8,14.63,12,201707,                  
Q51,03L,C87608,0205052N0BBACAD,Cozaar_Tab 100mg                        ,1,16.18,14.98,28,201707,                  
Q53,05A,M86032,1106000Z0AAAAAA,Timolol_Eye Dps 0.25%                   ,2,2.58,2.41,10,201707,                  
Q51,03N,C88042,0407020Q0BCAGCN,Oramorph_Oral Soln 10mg/5ml             ,8,49.84,46.6,2800,201707,                  
Q67,10A,G82117,0106040M0BGAFAA,CosmoCol_Oral Pdr Sach (Plain)          ,3,15.8,14.66,120,201707,                  
Q64,12D,J83047,1302010U0BJAAAN,E45_Itch Relief Crm                     ,6,68.52,63.46,2200,201707,                  
Q63,08P,H84007,0206010K0AAAQAQ,Isosorbide Mononit_Cap 60mg M/R         ,17,97.5,91.64,308,201708,                  
Q61,07R,F83006,0206020L0AAAAAA,Lercanidipine HCl_Tab 10mg              ,1,3.26,3.03,28,201708,                  
Q46,00V,P83004,0407020ADAAANAN,Oxycodone HCl_Inj 50mg/ml 1ml Amp       ,1,70.1,64.87,5,201708,                  
Q60,05N,M82020,0403010B0AAAGAG,Amitriptyline HCl_Tab 10mg              ,80,94.55,87.54,3528,201708,                  
Q61,07X,F85033,0107010AAAAAJAJ,Diltiazem HCl_Crm 2%                    ,1,61.98,57.36,30,201708,                  
Q60,05Q,M83006,040801050BBAEAU,Topamax_Sprinkle Cap 15mg               ,2,59.16,54.76,240,201708,                  
Q49,00L,A84021,0206020R0AAAAAA,Nifedipine_Cap 5mg                      ,1,5.35,5.06,84,201708,                  
Q52,03R,B87026,21300000104,Hylo-Tear Sod Hyaluronate Eye Dps 0.1% P,13,136,126,16,201708,                  
Q57,07H,F81034,20030100248,OpSite Plus 6.5cm x 5cm VP Adh Film Dres,2,33,30.54,100,201708,                  
Q56,07K,D83012,0403030E0AAACAC,Fluoxetine HCl_Oral Soln 20mg/5ml       ,1,5.12,4.75,140,201708,                  
Q53,05R,M84043,0704050Z0AAABAB,Sildenafil_Tab 25mg                     ,8,14.76,13.72,82,201708,                  
Q64,99N,J83026,0304010D0AAAAAA,Loratadine_Tab 10mg                     ,23,17.76,16.58,720,201708,                  
Q54,05Y,M91609,0205051R0AAAAAA,Ramipril_Cap 1.25mg                     ,15,32.64,30.39,672,201708,                  
Q47,00Q,P81607,21010900600,BD Microfine+ Needles Pen Inj Screw On 5,4,38.76,35.92,400,201708,                  
Q61,08H,F83064,0704020ACAAAAAA,Darifenacin Hydrob_Tab 7.5mg M/R        ,2,50.96,47.18,56,201708,                  
Q60,05G,M83054,0205051Z0AAAAAA,Perindopril Argin/Indapam_Tab 5mg/1.25mg,1,19.02,17.61,60,201708,                  
Q56,06H,D81073,0102000N0BBAAAB,Buscopan_Tab 10mg                       ,7,24,22.29,448,201708,                  
Q63,07V,H83024,0202030S0AAATAT,Spironol_Tab 25mg                       ,23,26.47,25.68,602,201708,                  
Q68,09D,G81036,0103050L0BBADAG,Zoton_FasTab Tab 15mg                   ,3,17.94,16.64,168,201708,                  
Q47,00R,P81115,010300000BBADAD,diabact UBT_Helicobacter Test Tab 50mg  ,5,106.25,98.36,5,201708,                  
Q70,10K,J82215,0212000X0AAAAAA,Pravastatin Sod_Tab 10mg                ,9,12.64,11.8,448,201708,                  
Q49,00L,A84003,0407020ADAAAFAF,Oxycodone HCl_Tab 10mg M/R              ,5,31.3,29.52,70,201708,                  
Q45,00D,A83001,0703022M0AAABAB,Medroxyprogest Acet_Inj 150mg/ml 1ml Pfs,13,78.13,72.29,13,201708,                  
Q52,02W,B83659,0408010W0AAABAB,Sod Valpr_Tab 100mg                     ,2,5.04,4.89,90,201708,                  
Q67,09E,G82228,1003020U0AAAAAA,Diclofenac Sod_Gel 1.16%                ,52,337.8,313.02,6000,201708,                  
Q69,10Q,K84038,0901020G0AABFBF,Folic Acid_Tab 400mcg                   ,8,1.68,2.45,56,201708,                  
